Ticker,Name,Market Cap,Date
AEP,"American Electric Power Company, Inc.",52546849506,2024-10-31
PAYX,Paychex Inc,50144591266,2024-10-31
DDOG,"Datadog, Inc. Class A Common Stock",42292381376,2024-10-31
FITB,Fifth Third Bancorp,29539429920,2024-10-31
ALNY,"Alnylam Pharmaceuticals, Inc.",34385022663,2024-10-31
UAL,"United Airlines Holdings, Inc. Common Stock",25737827934,2024-10-31
ANSS,Ansys Inc,27329259052,2024-10-01
ILMN,Illumina Inc,20546514000,2024-10-01
ERIE,Erie Indemnity Co,28198357116,2024-10-01
ICLR,Icon Plc,23562150866,2024-10-01
TRMB,Trimble Inc. Common Stock,14845380673,2024-10-01
SOFI,"SoFi Technologies, Inc. Common Stock",8133159061,2024-10-01
TER,"Teradyne, Inc. Common Stock",21048083978,2024-10-01
TRMD,TORM plc Class A Common Stock,3087021672,2024-10-01
SFM,"Sprouts Farmers Market, Inc.",11111481474,2024-10-01
MBLY,Mobileye Global Inc. Class A Common Stock,10900486827,2024-10-01
BSY,"Bentley Systems, Incorporated Class B Common Stock",15041421556,2024-10-01
LINE,"Lineage, Inc. Common Stock",17470557404,2024-10-01
PPC,Pilgrims Pride Corporation,11410362417,2024-10-01
FSV,FirstService Corporation Common Shares,8206919648,2024-10-01
LECO,Lincoln Electric Holdings Inc,10750729121,2024-10-01
FUTU,Futu Holdings Limited American Depositary Shares,14832223827,2024-10-01
TEM,"Tempus AI, Inc. Class A Common Stock",8189694046,2024-10-01
WING,Wingstop Inc,12333929337,2024-10-01
MKTX,MarketAxess Holdings Inc.,9658842804,2024-10-01
ANSS,Ansys Inc,27713378968,2024-10-02
EXE,Expand Energy Corporation Common Stock,,2024-10-02
ILMN,Illumina Inc,22145886000,2024-10-02
ERIE,Erie Indemnity Co,28311303231,2024-10-02
ICLR,Icon Plc,24380378874,2024-10-02
TRMB,Trimble Inc. Common Stock,15258091535,2024-10-02
SOFI,"SoFi Technologies, Inc. Common Stock",8303710233,2024-10-02
TER,"Teradyne, Inc. Common Stock",21447865401,2024-10-02
TRMD,TORM plc Class A Common Stock,3142215031,2024-10-02
SFM,"Sprouts Farmers Market, Inc.",11083444934,2024-10-02
MBLY,Mobileye Global Inc. Class A Common Stock,10770719127,2024-10-02
BSY,"Bentley Systems, Incorporated Class B Common Stock",15074658928,2024-10-02
LINE,"Lineage, Inc. Common Stock",17286129520,2024-10-02
PPC,Pilgrims Pride Corporation,11348710417,2024-10-02
FSV,FirstService Corporation Common Shares,8143896843,2024-10-02
LECO,Lincoln Electric Holdings Inc,10886182980,2024-10-02
FUTU,Futu Holdings Limited American Depositary Shares,15564594187,2024-10-02
TEM,"Tempus AI, Inc. Class A Common Stock",7908833990,2024-10-02
WING,Wingstop Inc,12394296403,2024-10-02
MKTX,MarketAxess Holdings Inc.,9623733467,2024-10-02
ANSS,Ansys Inc,27332751051,2024-10-03
EXE,Expand Energy Corporation Common Stock,11187458892,2024-10-03
ILMN,Illumina Inc,21722148000,2024-10-03
ERIE,Erie Indemnity Co,28010113592,2024-10-03
ICLR,Icon Plc,24280170788,2024-10-03
TRMB,Trimble Inc. Common Stock,15040746761,2024-10-03
SOFI,"SoFi Technologies, Inc. Common Stock",8346348027,2024-10-03
TER,"Teradyne, Inc. Common Stock",21051347500,2024-10-03
TRMD,TORM plc Class A Common Stock,3161247224,2024-10-03
SFM,"Sprouts Farmers Market, Inc.",11118490609,2024-10-03
MBLY,Mobileye Global Inc. Class A Common Stock,10048886294,2024-10-03
BSY,"Bentley Systems, Incorporated Class B Common Stock",14905450490,2024-10-03
LINE,"Lineage, Inc. Common Stock",17475111179,2024-10-03
PPC,Pilgrims Pride Corporation,10331452421,2024-10-03
FSV,FirstService Corporation Common Shares,8021452537,2024-10-03
LECO,Lincoln Electric Holdings Inc,10742227833,2024-10-03
FUTU,Futu Holdings Limited American Depositary Shares,16935547365,2024-10-03
TEM,"Tempus AI, Inc. Class A Common Stock",7555444140,2024-10-03
WING,Wingstop Inc,12135831586,2024-10-03
MKTX,MarketAxess Holdings Inc.,10341776032,2024-10-03
ANSS,Ansys Inc,27563223001,2024-10-04
EXE,Expand Energy Corporation Common Stock,19429760834,2024-10-04
ILMN,Illumina Inc,22529799000,2024-10-04
ERIE,Erie Indemnity Co,28386077742,2024-10-04
ICLR,Icon Plc,24309984764,2024-10-04
TRMB,Trimble Inc. Common Stock,15175060948,2024-10-04
SOFI,"SoFi Technologies, Inc. Common Stock",8943277132,2024-10-04
TER,"Teradyne, Inc. Common Stock",21294479876,2024-10-04
TRMD,TORM plc Class A Common Stock,3132698935,2024-10-04
SFM,"Sprouts Farmers Market, Inc.",11304733337,2024-10-04
MBLY,Mobileye Global Inc. Class A Common Stock,10486852282,2024-10-04
BSY,"Bentley Systems, Incorporated Class B Common Stock",14769479423,2024-10-04
LINE,"Lineage, Inc. Common Stock",17502433828,2024-10-04
PPC,Pilgrims Pride Corporation,10575689190,2024-10-04
FSV,FirstService Corporation Common Shares,7969683805,2024-10-04
LECO,Lincoln Electric Holdings Inc,10853311333,2024-10-04
FUTU,Futu Holdings Limited American Depositary Shares,17651366983,2024-10-04
TEM,"Tempus AI, Inc. Class A Common Stock",8169632613,2024-10-04
WING,Wingstop Inc,12161033371,2024-10-04
MKTX,MarketAxess Holdings Inc.,10330827959,2024-10-04
ANSS,Ansys Inc,27331005052,2024-10-07
EXE,Expand Energy Corporation Common Stock,19386649138,2024-10-07
ILMN,Illumina Inc,22407138000,2024-10-07
ERIE,Erie Indemnity Co,27294265299,2024-10-07
ICLR,Icon Plc,24047456142,2024-10-07
TRMB,Trimble Inc. Common Stock,15021210153,2024-10-07
SOFI,"SoFi Technologies, Inc. Common Stock",8815363752,2024-10-07
TER,"Teradyne, Inc. Common Stock",21132935545,2024-10-07
TRMD,TORM plc Class A Common Stock,3116521571,2024-10-07
SFM,"Sprouts Farmers Market, Inc.",11321755522,2024-10-07
MBLY,Mobileye Global Inc. Class A Common Stock,10000223406,2024-10-07
BSY,"Bentley Systems, Incorporated Class B Common Stock",14428040967,2024-10-07
LINE,"Lineage, Inc. Common Stock",17092594087,2024-10-07
PPC,Pilgrims Pride Corporation,10791471189,2024-10-07
FSV,FirstService Corporation Common Shares,7930519633,2024-10-07
LECO,Lincoln Electric Holdings Inc,10827240715,2024-10-07
FUTU,Futu Holdings Limited American Depositary Shares,17782393695,2024-10-07
TEM,"Tempus AI, Inc. Class A Common Stock",7800810892,2024-10-07
WING,Wingstop Inc,11606887148,2024-10-07
MKTX,MarketAxess Holdings Inc.,10334980676,2024-10-07
ANSS,Ansys Inc,28011944903,2024-10-08
EXE,Expand Energy Corporation Common Stock,19513715190,2024-10-08
ILMN,Illumina Inc,22247838000,2024-10-08
ERIE,Erie Indemnity Co,27760690921,2024-10-08
ICLR,Icon Plc,23814741496,2024-10-08
TRMB,Trimble Inc. Common Stock,15013883924,2024-10-08
SOFI,"SoFi Technologies, Inc. Common Stock",8964596029,2024-10-08
TER,"Teradyne, Inc. Common Stock",21114986175,2024-10-08
TRMD,TORM plc Class A Common Stock,3077505576,2024-10-08
SFM,"Sprouts Farmers Market, Inc.",11526021740,2024-10-08
MBLY,Mobileye Global Inc. Class A Common Stock,9927229074,2024-10-08
BSY,"Bentley Systems, Incorporated Class B Common Stock",14639551515,2024-10-08
LINE,"Lineage, Inc. Common Stock",17174562035,2024-10-08
PPC,Pilgrims Pride Corporation,10936116265,2024-10-08
FSV,FirstService Corporation Common Shares,8120938536,2024-10-08
LECO,Lincoln Electric Holdings Inc,10738827317,2024-10-08
FUTU,Futu Holdings Limited American Depositary Shares,15458393588,2024-10-08
TEM,"Tempus AI, Inc. Class A Common Stock",7419643673,2024-10-08
WING,Wingstop Inc,11824911892,2024-10-08
MKTX,MarketAxess Holdings Inc.,10415392383,2024-10-08
ANSS,Ansys Inc,28477253802,2024-10-09
EXE,Expand Energy Corporation Common Stock,19747425965,2024-10-09
ILMN,Illumina Inc,22302000000,2024-10-09
ERIE,Erie Indemnity Co,27849583697,2024-10-09
ICLR,Icon Plc,24237106156,2024-10-09
TRMB,Trimble Inc. Common Stock,15197039633,2024-10-09
SOFI,"SoFi Technologies, Inc. Common Stock",9156466098,2024-10-09
TER,"Teradyne, Inc. Common Stock",21289584593,2024-10-09
TRMD,TORM plc Class A Common Stock,3037537971,2024-10-09
SFM,"Sprouts Farmers Market, Inc.",11394850786,2024-10-09
MBLY,Mobileye Global Inc. Class A Common Stock,9789350893,2024-10-09
BSY,"Bentley Systems, Incorporated Class B Common Stock",14799695215,2024-10-09
LINE,"Lineage, Inc. Common Stock",16912719979,2024-10-09
PPC,Pilgrims Pride Corporation,10815183496,2024-10-09
FSV,FirstService Corporation Common Shares,8320360696,2024-10-09
LECO,Lincoln Electric Holdings Inc,10848777312,2024-10-09
FUTU,Futu Holdings Limited American Depositary Shares,15298403077,2024-10-09
TEM,"Tempus AI, Inc. Class A Common Stock",7458223351,2024-10-09
WING,Wingstop Inc,11803519679,2024-10-09
MKTX,MarketAxess Holdings Inc.,10397271435,2024-10-09
ANSS,Ansys Inc,28716455750,2024-10-10
EXE,Expand Energy Corporation Common Stock,19652126426,2024-10-10
ILMN,Illumina Inc,22900968000,2024-10-10
ERIE,Erie Indemnity Co,27685916410,2024-10-10
ICLR,Icon Plc,24537730414,2024-10-10
TRMB,Trimble Inc. Common Stock,15077377903,2024-10-10
SOFI,"SoFi Technologies, Inc. Common Stock",9199103892,2024-10-10
TER,"Teradyne, Inc. Common Stock",21039925174,2024-10-10
TRMD,TORM plc Class A Common Stock,3067881286,2024-10-10
SFM,"Sprouts Farmers Market, Inc.",11307737252,2024-10-10
MBLY,Mobileye Global Inc. Class A Common Stock,9967781481,2024-10-10
BSY,"Bentley Systems, Incorporated Class B Common Stock",15156241568,2024-10-10
LINE,"Lineage, Inc. Common Stock",16846690243,2024-10-10
PPC,Pilgrims Pride Corporation,10616000113,2024-10-10
FSV,FirstService Corporation Common Shares,8282096850,2024-10-10
LECO,Lincoln Electric Holdings Inc,10764897935,2024-10-10
FUTU,Futu Holdings Limited American Depositary Shares,14781192370,2024-10-10
TEM,"Tempus AI, Inc. Class A Common Stock",7095574378,2024-10-10
WING,Wingstop Inc,11575238395,2024-10-10
MKTX,MarketAxess Holdings Inc.,10435778449,2024-10-10
ANSS,Ansys Inc,28811612729,2024-10-11
EXE,Expand Energy Corporation Common Stock,19829111284,2024-10-11
ILMN,Illumina Inc,23184522000,2024-10-11
ERIE,Erie Indemnity Co,27959392420,2024-10-11
ICLR,Icon Plc,24567544390,2024-10-11
TRMB,Trimble Inc. Common Stock,15387521569,2024-10-11
SOFI,"SoFi Technologies, Inc. Common Stock",9604162927,2024-10-11
TER,"Teradyne, Inc. Common Stock",21524558164,2024-10-11
TRMD,TORM plc Class A Common Stock,3022034990,2024-10-11
SFM,"Sprouts Farmers Market, Inc.",11627153544,2024-10-11
MBLY,Mobileye Global Inc. Class A Common Stock,10454410357,2024-10-11
BSY,"Bentley Systems, Incorporated Class B Common Stock",15304298952,2024-10-11
LINE,"Lineage, Inc. Common Stock",17138131836,2024-10-11
PPC,Pilgrims Pride Corporation,10570946728,2024-10-11
FSV,FirstService Corporation Common Shares,8364026496,2024-10-11
LECO,Lincoln Electric Holdings Inc,11013702304,2024-10-11
FUTU,Futu Holdings Limited American Depositary Shares,15312195362,2024-10-11
TEM,"Tempus AI, Inc. Class A Common Stock",7533839520,2024-10-11
WING,Wingstop Inc,11833703212,2024-10-11
MKTX,MarketAxess Holdings Inc.,10498824248,2024-10-11
ANSS,Ansys Inc,29272556629,2024-10-14
EXE,Expand Energy Corporation Common Stock,19654395462,2024-10-14
ILMN,Illumina Inc,23746851000,2024-10-14
ERIE,Erie Indemnity Co,27884617908,2024-10-14
ICLR,Icon Plc,24559262730,2024-10-14
TRMB,Trimble Inc. Common Stock,15397289874,2024-10-14
SOFI,"SoFi Technologies, Inc. Common Stock",10702086103,2024-10-14
TER,"Teradyne, Inc. Common Stock",21806852801,2024-10-14
TRMD,TORM plc Class A Common Stock,2988605400,2024-10-14
SFM,"Sprouts Farmers Market, Inc.",11547049145,2024-10-14
MBLY,Mobileye Global Inc. Class A Common Stock,10511183726,2024-10-14
BSY,"Bentley Systems, Incorporated Class B Common Stock",15400989488,2024-10-14
LINE,"Lineage, Inc. Common Stock",17343051707,2024-10-14
PPC,Pilgrims Pride Corporation,10698993189,2024-10-14
FSV,FirstService Corporation Common Shares,8318109881,2024-10-14
LECO,Lincoln Electric Holdings Inc,10970629110,2024-10-14
FUTU,Futu Holdings Limited American Depositary Shares,14668095629,2024-10-14
TEM,"Tempus AI, Inc. Class A Common Stock",7827045073,2024-10-14
WING,Wingstop Inc,11693921219,2024-10-14
MKTX,MarketAxess Holdings Inc.,10740436888,2024-10-14
ANSS,Ansys Inc,28686773757,2024-10-15
EXE,Expand Energy Corporation Common Stock,19466065420,2024-10-15
ILMN,Illumina Inc,23514273000,2024-10-15
ERIE,Erie Indemnity Co,27486169114,2024-10-15
ICLR,Icon Plc,24420130842,2024-10-15
TRMB,Trimble Inc. Common Stock,15072493751,2024-10-15
SOFI,"SoFi Technologies, Inc. Common Stock",10851318380,2024-10-15
TER,"Teradyne, Inc. Common Stock",20782106950,2024-10-15
TRMD,TORM plc Class A Common Stock,2866348611,2024-10-15
SFM,"Sprouts Farmers Market, Inc.",11702251418,2024-10-15
MBLY,Mobileye Global Inc. Class A Common Stock,9870455706,2024-10-15
BSY,"Bentley Systems, Incorporated Class B Common Stock",15104874721,2024-10-15
LINE,"Lineage, Inc. Common Stock",17402250780,2024-10-15
PPC,Pilgrims Pride Corporation,10734561651,2024-10-15
FSV,FirstService Corporation Common Shares,8418046043,2024-10-15
LECO,Lincoln Electric Holdings Inc,10892984011,2024-10-15
FUTU,Futu Holdings Limited American Depositary Shares,13269557880,2024-10-15
TEM,"Tempus AI, Inc. Class A Common Stock",7195881541,2024-10-15
WING,Wingstop Inc,11518094813,2024-10-15
MKTX,MarketAxess Holdings Inc.,10882384314,2024-10-15
ANSS,Ansys Inc,28265114848,2024-10-16
EXE,Expand Energy Corporation Common Stock,19618090876,2024-10-16
ILMN,Illumina Inc,22921677000,2024-10-16
ERIE,Erie Indemnity Co,26841435042,2024-10-16
ICLR,Icon Plc,24314953760,2024-10-16
TRMB,Trimble Inc. Common Stock,14913758804,2024-10-16
SOFI,"SoFi Technologies, Inc. Common Stock",10702086103,2024-10-16
TER,"Teradyne, Inc. Common Stock",20723363557,2024-10-16
TRMD,TORM plc Class A Common Stock,2875899923,2024-10-16
SFM,"Sprouts Farmers Market, Inc.",11706256638,2024-10-16
MBLY,Mobileye Global Inc. Class A Common Stock,9838013781,2024-10-16
BSY,"Bentley Systems, Incorporated Class B Common Stock",15017248922,2024-10-16
LINE,"Lineage, Inc. Common Stock",17463726742,2024-10-16
PPC,Pilgrims Pride Corporation,10803327343,2024-10-16
FSV,FirstService Corporation Common Shares,8449107282,2024-10-16
LECO,Lincoln Electric Holdings Inc,11035238901,2024-10-16
FUTU,Futu Holdings Limited American Depositary Shares,13137151939,2024-10-16
TEM,"Tempus AI, Inc. Class A Common Stock",7569332824,2024-10-16
WING,Wingstop Inc,11073840094,2024-10-16
MKTX,MarketAxess Holdings Inc.,11040942609,2024-10-16
ANSS,Ansys Inc,28510427795,2024-10-17
EXE,Expand Energy Corporation Common Stock,19869953944,2024-10-17
ILMN,Illumina Inc,22862736000,2024-10-17
ERIE,Erie Indemnity Co,25258620737,2024-10-17
ICLR,Icon Plc,24450772984,2024-10-17
TRMB,Trimble Inc. Common Stock,15001673544,2024-10-17
SOFI,"SoFi Technologies, Inc. Common Stock",10520875482,2024-10-17
TER,"Teradyne, Inc. Common Stock",20757630536,2024-10-17
TRMD,TORM plc Class A Common Stock,2855842168,2024-10-17
SFM,"Sprouts Farmers Market, Inc.",11680222708,2024-10-17
MBLY,Mobileye Global Inc. Class A Common Stock,10442244635,2024-10-17
BSY,"Bentley Systems, Incorporated Class B Common Stock",15123004196,2024-10-17
LINE,"Lineage, Inc. Common Stock",17402250780,2024-10-17
PPC,Pilgrims Pride Corporation,10774872573,2024-10-17
FSV,FirstService Corporation Common Shares,8467563961,2024-10-17
LECO,Lincoln Electric Holdings Inc,11234169046,2024-10-17
FUTU,Futu Holdings Limited American Depositary Shares,12373059322,2024-10-17
TEM,"Tempus AI, Inc. Class A Common Stock",7408841363,2024-10-17
WING,Wingstop Inc,10946805516,2024-10-17
MKTX,MarketAxess Holdings Inc.,10977519290,2024-10-17
ANSS,Ansys Inc,28582013779,2024-10-18
EXE,Expand Energy Corporation Common Stock,19663471609,2024-10-18
ILMN,Illumina Inc,23268951000,2024-10-18
ERIE,Erie Indemnity Co,25186983618,2024-10-18
ICLR,Icon Plc,24656158152,2024-10-18
TRMB,Trimble Inc. Common Stock,15084704131,2024-10-18
SOFI,"SoFi Technologies, Inc. Common Stock",10851318380,2024-10-18
TER,"Teradyne, Inc. Common Stock",20566714510,2024-10-18
TRMD,TORM plc Class A Common Stock,2867303742,2024-10-18
SFM,"Sprouts Farmers Market, Inc.",11595111784,2024-10-18
MBLY,Mobileye Global Inc. Class A Common Stock,10373305544,2024-10-18
BSY,"Bentley Systems, Incorporated Class B Common Stock",15089766824,2024-10-18
LINE,"Lineage, Inc. Common Stock",17657262175,2024-10-18
PPC,Pilgrims Pride Corporation,10763016420,2024-10-18
FSV,FirstService Corporation Common Shares,8417145717,2024-10-18
LECO,Lincoln Electric Holdings Inc,11510744291,2024-10-18
FUTU,Futu Holdings Limited American Depositary Shares,12862685457,2024-10-18
TEM,"Tempus AI, Inc. Class A Common Stock",7614085250,2024-10-18
WING,Wingstop Inc,10862848407,2024-10-18
MKTX,MarketAxess Holdings Inc.,10903902939,2024-10-18
ANSS,Ansys Inc,28587251778,2024-10-21
EXE,Expand Energy Corporation Common Stock,19456989274,2024-10-21
ILMN,Illumina Inc,23131953000,2024-10-21
ERIE,Erie Indemnity Co,24989850816,2024-10-21
ICLR,Icon Plc,23904183424,2024-10-21
TRMB,Trimble Inc. Common Stock,14840496520,2024-10-21
SOFI,"SoFi Technologies, Inc. Common Stock",11085826242,2024-10-21
TER,"Teradyne, Inc. Common Stock",20548765140,2024-10-21
TRMD,TORM plc Class A Common Stock,2846290857,2024-10-21
SFM,"Sprouts Farmers Market, Inc.",11757323193,2024-10-21
MBLY,Mobileye Global Inc. Class A Common Stock,10697724795,2024-10-21
BSY,"Bentley Systems, Incorporated Class B Common Stock",14965882075,2024-10-21
LINE,"Lineage, Inc. Common Stock",17532033365,2024-10-21
PPC,Pilgrims Pride Corporation,10587545343,2024-10-21
FSV,FirstService Corporation Common Shares,8332064931,2024-10-21
LECO,Lincoln Electric Holdings Inc,11335617753,2024-10-21
FUTU,Futu Holdings Limited American Depositary Shares,12734417202,2024-10-21
TEM,"Tempus AI, Inc. Class A Common Stock",7512234900,2024-10-21
WING,Wingstop Inc,10796913504,2024-10-21
MKTX,MarketAxess Holdings Inc.,10838592023,2024-10-21
ANSS,Ansys Inc,28429238813,2024-10-22
EXE,Expand Energy Corporation Common Stock,19143862216,2024-10-22
ILMN,Illumina Inc,22948758000,2024-10-22
ERIE,Erie Indemnity Co,24493619969,2024-10-22
ICLR,Icon Plc,23477677934,2024-10-22
TRMB,Trimble Inc. Common Stock,14703740258,2024-10-22
SOFI,"SoFi Technologies, Inc. Common Stock",11277696312,2024-10-22
TER,"Teradyne, Inc. Common Stock",20455754768,2024-10-22
TRMD,TORM plc Class A Common Stock,2784207331,2024-10-22
SFM,"Sprouts Farmers Market, Inc.",11842434117,2024-10-22
MBLY,Mobileye Global Inc. Class A Common Stock,10543625651,2024-10-22
BSY,"Bentley Systems, Incorporated Class B Common Stock",15005162605,2024-10-22
LINE,"Lineage, Inc. Common Stock",17976026418,2024-10-22
PPC,Pilgrims Pride Corporation,10608886420,2024-10-22
FSV,FirstService Corporation Common Shares,8251935937,2024-10-22
LECO,Lincoln Electric Holdings Inc,11095314671,2024-10-22
FUTU,Futu Holdings Limited American Depositary Shares,12739934116,2024-10-22
TEM,"Tempus AI, Inc. Class A Common Stock",7180449669,2024-10-22
WING,Wingstop Inc,10724531634,2024-10-22
MKTX,MarketAxess Holdings Inc.,10956755704,2024-10-22
ANSS,Ansys Inc,28097498885,2024-10-23
EXE,Expand Energy Corporation Common Stock,18898806258,2024-10-23
ILMN,Illumina Inc,22770342000,2024-10-23
ERIE,Erie Indemnity Co,24250994981,2024-10-23
ICLR,Icon Plc,23251588616,2024-10-23
TRMB,Trimble Inc. Common Stock,14725718943,2024-10-23
SOFI,"SoFi Technologies, Inc. Common Stock",11107145139,2024-10-23
TER,"Teradyne, Inc. Common Stock",20304001003,2024-10-23
TRMD,TORM plc Class A Common Stock,2629476083,2024-10-23
SFM,"Sprouts Farmers Market, Inc.",11900509806,2024-10-23
MBLY,Mobileye Global Inc. Class A Common Stock,10194874956,2024-10-23
BSY,"Bentley Systems, Incorporated Class B Common Stock",14863148380,2024-10-23
LINE,"Lineage, Inc. Common Stock",17784767872,2024-10-23
PPC,Pilgrims Pride Corporation,10869721804,2024-10-23
FSV,FirstService Corporation Common Shares,8307305972,2024-10-23
LECO,Lincoln Electric Holdings Inc,10981397409,2024-10-23
FUTU,Futu Holdings Limited American Depositary Shares,12247549524,2024-10-23
TEM,"Tempus AI, Inc. Class A Common Stock",7007612712,2024-10-23
WING,Wingstop Inc,10743286451,2024-10-23
MKTX,MarketAxess Holdings Inc.,10906168058,2024-10-23
ANSS,Ansys Inc,28055594894,2024-10-24
EXE,Expand Energy Corporation Common Stock,19354882625,2024-10-24
ILMN,Illumina Inc,22523427000,2024-10-24
ERIE,Erie Indemnity Co,23964446504,2024-10-24
ICLR,Icon Plc,18305888223,2024-10-24
TRMB,Trimble Inc. Common Stock,14789212922,2024-10-24
SOFI,"SoFi Technologies, Inc. Common Stock",11650777003,2024-10-24
TER,"Teradyne, Inc. Common Stock",18066856796,2024-10-24
TRMD,TORM plc Class A Common Stock,2575033607,2024-10-24
SFM,"Sprouts Farmers Market, Inc.",11893500671,2024-10-24
MBLY,Mobileye Global Inc. Class A Common Stock,10146212069,2024-10-24
BSY,"Bentley Systems, Incorporated Class B Common Stock",14724155734,2024-10-24
LINE,"Lineage, Inc. Common Stock",17689138599,2024-10-24
PPC,Pilgrims Pride Corporation,11038079188,2024-10-24
FSV,FirstService Corporation Common Shares,8537339209,2024-10-24
LECO,Lincoln Electric Holdings Inc,10977430141,2024-10-24
FUTU,Futu Holdings Limited American Depositary Shares,12156520440,2024-10-24
TEM,"Tempus AI, Inc. Class A Common Stock",7131067682,2024-10-24
WING,Wingstop Inc,10528192147,2024-10-24
MKTX,MarketAxess Holdings Inc.,10959020823,2024-10-24
ANSS,Ansys Inc,28181306867,2024-10-25
EXE,Expand Energy Corporation Common Stock,19239161755,2024-10-25
ILMN,Illumina Inc,22612635000,2024-10-25
ERIE,Erie Indemnity Co,23217747189,2024-10-25
ICLR,Icon Plc,18201863422,2024-10-25
TRMB,Trimble Inc. Common Stock,14872243510,2024-10-25
SOFI,"SoFi Technologies, Inc. Common Stock",11714733693,2024-10-25
TER,"Teradyne, Inc. Common Stock",18234928169,2024-10-25
TRMD,TORM plc Class A Common Stock,2606552936,2024-10-25
SFM,"Sprouts Farmers Market, Inc.",11947571141,2024-10-25
MBLY,Mobileye Global Inc. Class A Common Stock,10275979769,2024-10-25
BSY,"Bentley Systems, Incorporated Class B Common Stock",14851062063,2024-10-25
LINE,"Lineage, Inc. Common Stock",17358989919,2024-10-25
PPC,Pilgrims Pride Corporation,10957457342,2024-10-25
FSV,FirstService Corporation Common Shares,8539139860,2024-10-25
LECO,Lincoln Electric Holdings Inc,10978563646,2024-10-25
FUTU,Futu Holdings Limited American Depositary Shares,12768897916,2024-10-25
TEM,"Tempus AI, Inc. Class A Common Stock",6714407159,2024-10-25
WING,Wingstop Inc,10560720032,2024-10-25
MKTX,MarketAxess Holdings Inc.,10814053239,2024-10-25
ANSS,Ansys Inc,28038134898,2024-10-28
EXE,Expand Energy Corporation Common Stock,19345806478,2024-10-28
ILMN,Illumina Inc,22943979000,2024-10-28
ERIE,Erie Indemnity Co,23549264952,2024-10-28
ICLR,Icon Plc,19029933863,2024-10-28
TRMB,Trimble Inc. Common Stock,14982136935,2024-10-28
SOFI,"SoFi Technologies, Inc. Common Stock",11927922659,2024-10-28
TER,"Teradyne, Inc. Common Stock",18166394211,2024-10-28
TRMD,TORM plc Class A Common Stock,2560706640,2024-10-28
SFM,"Sprouts Farmers Market, Inc.",12033683370,2024-10-28
MBLY,Mobileye Global Inc. Class A Common Stock,10559846614,2024-10-28
BSY,"Bentley Systems, Incorporated Class B Common Stock",14763436264,2024-10-28
LINE,"Lineage, Inc. Common Stock",17356713031,2024-10-28
PPC,Pilgrims Pride Corporation,11251489956,2024-10-28
FSV,FirstService Corporation Common Shares,8477917707,2024-10-28
LECO,Lincoln Electric Holdings Inc,11099281939,2024-10-28
FUTU,Futu Holdings Limited American Depositary Shares,13361966192,2024-10-28
TEM,"Tempus AI, Inc. Class A Common Stock",6688172978,2024-10-28
WING,Wingstop Inc,10800430033,2024-10-28
MKTX,MarketAxess Holdings Inc.,10902392860,2024-10-28
ANSS,Ansys Inc,28670186760,2024-10-29
EXE,Expand Energy Corporation Common Stock,19452451200,2024-10-29
ILMN,Illumina Inc,23257800000,2024-10-29
ERIE,Erie Indemnity Co,23680512521,2024-10-29
ICLR,Icon Plc,19186796658,2024-10-29
TRMB,Trimble Inc. Common Stock,15057841294,2024-10-29
SOFI,"SoFi Technologies, Inc. Common Stock",11350909323,2024-10-29
TER,"Teradyne, Inc. Common Stock",18478060545,2024-10-29
TRMD,TORM plc Class A Common Stock,2523073747,2024-10-29
SFM,"Sprouts Farmers Market, Inc.",11984619425,2024-10-29
MBLY,Mobileye Global Inc. Class A Common Stock,10758553405,2024-10-29
BSY,"Bentley Systems, Incorporated Class B Common Stock",14956817337,2024-10-29
LINE,"Lineage, Inc. Common Stock",17327113495,2024-10-29
PPC,Pilgrims Pride Corporation,11403248725,2024-10-29
FSV,FirstService Corporation Common Shares,8591358756,2024-10-29
LECO,Lincoln Electric Holdings Inc,11169559255,2024-10-29
FUTU,Futu Holdings Limited American Depositary Shares,13539886675,2024-10-29
TEM,"Tempus AI, Inc. Class A Common Stock",6978292157,2024-10-29
WING,Wingstop Inc,10811565705,2024-10-29
MKTX,MarketAxess Holdings Inc.,11036034852,2024-10-29
ANSS,Ansys Inc,28684154757,2024-10-30
EXE,Expand Energy Corporation Common Stock,20492785962,2024-10-30
ILMN,Illumina Inc,23522238000,2024-10-30
ERIE,Erie Indemnity Co,23542467270,2024-10-30
ICLR,Icon Plc,18814453918,2024-10-30
TRMB,Trimble Inc. Common Stock,14984579011,2024-10-30
SOFI,"SoFi Technologies, Inc. Common Stock",12164011710,2024-10-30
TER,"Teradyne, Inc. Common Stock",17864518443,2024-10-30
TRMD,TORM plc Class A Common Stock,2503886874,2024-10-30
SFM,"Sprouts Farmers Market, Inc.",11899508501,2024-10-30
MBLY,Mobileye Global Inc. Class A Common Stock,10073217737,2024-10-30
BSY,"Bentley Systems, Incorporated Class B Common Stock",14990054709,2024-10-30
LINE,"Lineage, Inc. Common Stock",17122193624,2024-10-30
PPC,Pilgrims Pride Corporation,11308399494,2024-10-30
FSV,FirstService Corporation Common Shares,8470264938,2024-10-30
LECO,Lincoln Electric Holdings Inc,11179760801,2024-10-30
FUTU,Futu Holdings Limited American Depositary Shares,13259903280,2024-10-30
TEM,"Tempus AI, Inc. Class A Common Stock",7023044583,2024-10-30
WING,Wingstop Inc,8471211659,2024-10-30
MKTX,MarketAxess Holdings Inc.,11084357380,2024-10-30
